url_length,num_dots,has_https,has_ip,num_subdirs,num_params,suspicious_words,tld,special_char_count,digits_count,entropy,label
190,3,1,0,7,4,0,309,7,17,5.561707973136806,1
181,3,1,0,7,4,0,309,8,20,5.6116748075894645,1
29,3,0,1,3,0,0,24,0,13,3.853863219997788,1
140,4,0,1,9,0,0,185,8,37,5.161588508084464,1
33,4,0,1,3,0,0,12,0,15,3.930609649595924,1
189,4,0,1,9,0,0,185,15,48,5.033297670516409,1
39,3,1,0,4,0,0,424,2,2,4.406821128952238,1
43,2,1,0,3,0,0,453,1,0,4.283952766823871,1
33,3,0,1,4,0,0,218,0,11,4.173033892020166,1
29,3,0,1,3,0,0,256,0,13,3.7193758224153695,1
354,4,1,0,6,5,0,309,27,76,5.606290492749836,1
49,4,0,1,5,0,0,101,0,22,4.252892375682544,1
33,4,0,1,3,0,0,162,0,15,3.67587110545754,1
33,2,1,0,3,0,0,309,1,0,3.836081907815205,1
23,3,0,1,3,0,0,239,0,10,3.675310868912364,1
27,2,0,0,3,0,0,528,0,0,3.9582291686698783,1
29,3,0,1,3,0,0,133,0,16,3.7193758224153695,1
37,4,0,0,3,0,0,424,0,5,4.087567554701195,1
91,4,0,1,4,0,0,142,0,47,4.301169092998983,1
95,3,1,0,7,0,0,309,4,28,4.689923610266018,1
49,4,0,1,4,0,0,29,0,16,4.212076049151931,1
30,3,0,1,3,0,0,40,0,17,3.6062389286533896,1
39,6,0,1,3,0,0,194,0,21,3.7014422826874447,1
29,3,0,1,3,0,0,35,0,16,3.594905461227893,1
206,4,0,1,10,0,0,185,19,54,5.033395170172279,1
108,4,0,1,4,0,0,100,0,62,3.7505089102738,1
35,2,1,0,3,0,0,442,0,0,3.95729587384057,1
30,1,0,0,5,0,0,309,0,1,3.961406329721843,1
32,4,0,1,3,0,0,210,0,14,3.765319531114783,1
134,4,0,1,9,0,0,185,6,25,5.054604930573431,1
78,3,1,0,8,0,0,309,1,2,4.513700766395224,1
89,4,0,0,4,0,0,442,4,12,4.668227572083048,1
82,4,1,1,10,0,0,112,2,18,5.061956505136041,1
75,2,1,0,3,2,0,309,3,24,4.8569006506348,1
175,2,1,0,7,3,0,309,9,17,5.611076095290287,1
29,3,0,1,3,0,0,56,0,16,3.6209360647507713,1
84,4,1,1,10,0,0,112,2,18,4.889781715533943,1
46,4,0,1,4,0,0,166,1,26,3.949510391783824,1
38,3,1,0,3,0,0,438,0,7,4.303866908682343,1
60,3,1,0,3,0,0,309,2,6,4.91064997042823,1
1223,3,0,0,4,1,0,309,2,234,4.754064301638805,1
42,3,1,0,3,1,0,469,1,6,4.46090276852248,1
32,2,1,0,3,0,0,309,0,0,3.7806390622295662,1
167,2,1,0,7,3,0,309,4,20,5.5535485300072684,1
88,4,0,1,7,0,0,150,8,33,4.647329096108567,1
61,3,1,0,3,0,0,319,1,15,4.637395485274672,1
33,2,1,0,4,0,0,309,0,0,4.003044786734202,1
55,4,0,1,4,0,0,88,0,13,4.490095167912771,1
47,2,1,0,5,0,0,309,2,0,4.0762070760315945,1
175,2,1,0,7,3,0,309,6,20,5.604951091502548,1
42,2,1,0,3,0,0,309,4,6,4.308751351247167,1
38,4,0,1,4,0,0,185,0,11,4.458453829233059,1
81,4,0,1,6,0,0,150,4,21,4.826944602341609,1
43,4,0,1,4,0,0,124,0,13,4.292430161628529,1
21,3,0,1,3,0,0,104,0,10,3.4273334938982645,1
26,3,0,1,3,0,0,241,0,13,3.738149333192866,1
93,4,0,0,4,0,0,442,4,12,4.630760591607689,1
34,4,0,1,3,0,0,53,0,16,4.006436738245531,1
66,2,1,0,3,0,0,309,1,3,4.501235461298388,1
45,3,0,0,3,0,0,309,2,2,4.157650873722837,1
69,3,0,0,4,0,0,440,0,2,4.318335420942346,1
28,3,0,0,2,0,0,408,0,0,3.824862957617357,1
114,4,1,1,12,0,0,112,4,14,5.053878996727759,1
29,3,0,1,3,0,0,16,0,16,3.75886709923353,1
33,4,0,1,3,0,0,64,0,15,3.919563347274704,1
27,3,0,1,3,0,0,14,0,14,3.8282375018429535,1
50,4,0,0,4,0,0,440,1,0,4.438562939644917,1
33,4,0,1,3,0,0,62,0,12,4.104407755459851,1
27,3,0,1,3,0,0,121,0,14,3.7504647066537,1
28,3,0,1,3,0,0,56,0,15,3.4407598325400897,1
131,2,1,0,6,3,0,309,6,10,5.257969280458885,1
35,4,0,1,3,0,0,12,0,17,3.840156860408859,1
43,2,0,0,2,0,0,263,3,0,3.830237069048826,1
95,4,0,1,7,0,0,150,10,31,4.691556694451224,1
31,4,0,1,3,0,0,247,0,13,4.091135423220312,1
34,4,0,1,3,0,0,138,0,16,3.90320806164768,1
38,2,1,0,3,0,0,309,0,0,3.750720855823032,1
259,4,1,0,3,1,1,309,17,31,5.744954247005736,1
39,6,0,1,3,0,0,184,0,21,3.5676145660496594,1
33,4,0,1,3,0,0,159,0,15,3.870003588989864,1
38,1,0,0,4,0,0,309,0,0,4.398857447483311,1
28,3,0,1,3,0,0,238,0,12,3.601125010956985,1
51,2,1,0,3,0,0,309,2,0,4.13263465544246,1
29,4,0,1,3,0,0,64,0,10,4.073329701949521,1
35,1,1,0,3,0,0,280,1,1,3.95729587384057,1
38,2,1,0,3,0,0,309,0,1,4.359126526316813,1
30,3,0,1,3,0,0,145,0,17,3.777747162910945,1
32,3,0,1,3,0,0,15,0,16,3.8431390622295662,1
88,4,0,1,8,0,0,185,3,20,4.87834721057176,1
29,1,1,0,4,0,0,442,0,1,3.9093680639438846,1
109,3,1,0,7,0,0,309,8,24,4.848088858463272,1
32,4,0,1,3,0,0,77,0,12,3.902518266288633,1
69,4,0,1,4,0,0,52,0,10,4.4916022623535765,1
30,3,0,1,3,0,0,112,0,17,3.6695767463163937,1
44,2,1,0,3,0,1,309,2,0,4.144106550888951,1
43,4,0,1,4,0,0,185,0,12,4.146740335896194,1
71,4,1,1,8,0,0,152,0,15,4.704265563404814,1
63,2,1,0,3,2,0,319,4,3,4.92125889154784,1
34,4,0,1,3,0,0,244,0,16,3.844384532235916,1
28,3,0,1,3,0,0,28,0,15,3.315410725242699,1
68,5,0,1,5,0,0,8,1,15,4.6446226362730645,1
44,3,1,0,3,1,0,469,1,17,4.527169118440618,1
41,2,0,0,3,0,0,309,0,1,4.006720834246031,1
124,2,1,0,7,1,0,309,3,28,5.580649738170732,1
35,4,0,1,3,0,0,107,0,12,4.264578373902383,1
90,4,1,1,11,0,0,112,2,22,5.021214092676248,1
16,1,0,0,0,0,0,309,0,2,3.5,0
65,3,1,0,3,0,0,319,1,20,4.589159882319662,1
34,4,0,1,3,0,0,183,0,16,3.947613208833767,1
77,5,1,1,6,0,0,112,1,16,5.086346891479563,1
175,2,1,0,7,3,0,309,5,14,5.481379718078744,1
175,2,1,0,7,3,0,309,5,20,5.5681878449378015,1
82,4,1,1,8,0,0,112,1,14,4.912072431289049,1
75,4,0,1,7,0,0,150,6,29,4.555141524691475,1
32,2,1,0,3,0,0,263,1,0,3.902518266288633,1
35,4,0,1,3,0,0,173,0,17,3.838961318124104,1
35,3,1,0,3,0,0,469,1,7,4.457575159678482,1
32,2,1,0,3,0,0,309,2,0,4.202819531114783,1
40,6,0,1,3,0,0,229,0,22,3.768453957701922,1
46,4,1,0,4,0,0,398,1,3,4.028890488618677,1
35,2,1,0,2,0,0,309,1,0,4.207435516759526,1
38,4,0,1,4,0,0,104,1,10,4.353190671338322,1
32,4,0,1,3,0,0,98,0,14,4.038909765557392,1
50,3,0,1,4,0,0,181,0,12,3.763297864653777,1
33,4,0,1,3,0,0,232,0,15,3.884858891889048,1
32,2,0,0,3,0,0,373,0,0,4.030639062229566,1
75,4,1,1,8,0,0,152,0,15,4.666239365163738,1
731,8,1,0,9,43,0,309,67,191,5.144823569586031,1
34,4,0,1,3,0,0,144,0,16,3.763358429231108,1
27,3,0,1,3,0,0,136,0,14,3.8282375018429535,1
30,3,0,1,3,0,0,134,0,17,3.847742678581274,1
41,2,0,0,3,0,0,309,2,0,4.1923218214274165,1
96,2,1,0,9,1,0,309,1,24,4.867179985534428,1
34,2,1,0,3,0,0,469,0,5,4.454822399946606,1
166,2,1,0,6,4,2,309,8,25,5.25377832152348,1
165,4,0,1,9,0,0,185,13,44,5.20254536429265,1
131,2,1,0,6,3,0,309,4,13,5.0379024381372295,1
150,4,0,1,8,0,0,185,12,42,4.9730411672442525,1
131,2,1,0,7,0,0,309,3,10,5.481907262238046,1
31,4,0,1,3,0,0,216,0,11,4.0022680844408445,1
34,2,1,0,3,0,0,309,0,0,4.032336282987774,1
40,3,1,0,3,1,0,469,1,6,4.577567157116929,1
34,2,1,0,3,0,1,309,0,0,4.197325708706504,1
83,3,1,0,3,0,0,394,0,13,4.918798209170802,1
173,6,0,1,10,0,0,185,12,48,5.272847058231472,1
88,4,0,1,7,0,0,150,8,33,4.633180090451333,1
32,4,0,1,3,0,0,138,0,14,3.991729296672175,1
149,4,0,1,10,0,0,185,9,39,5.144865153138515,1
35,3,0,1,4,0,0,175,0,12,4.185867302411999,1
37,2,1,0,3,0,0,263,3,4,4.317033095124791,1
52,2,1,0,4,0,0,309,0,5,4.820162073702297,1
175,2,1,0,7,3,0,309,9,13,5.494368874107841,1
197,4,0,1,19,0,0,117,17,37,5.207930355155574,1
36,2,1,0,3,0,0,309,0,6,3.98578082135646,1
37,3,1,0,3,0,0,469,2,5,4.2629790410707376,1
42,4,0,1,3,0,0,77,0,12,4.39768795823549,1
28,2,1,0,3,0,0,263,1,0,3.842370993177109,1
44,4,0,1,3,0,0,254,0,13,4.291611664426975,1
44,1,0,0,4,0,0,309,1,0,4.31705292530797,1
75,3,1,0,8,0,0,309,1,0,4.261594692278095,1
89,4,0,1,4,0,0,226,0,46,4.3388008154559685,1
24,3,0,1,3,0,0,120,0,11,3.573934896284056,1
31,3,0,1,3,0,0,57,0,15,3.824533406881912,1
33,4,0,1,3,0,0,52,0,15,3.824252831282987,1
93,2,1,0,5,1,0,309,3,7,4.577935059753745,1
29,3,0,1,3,0,0,63,0,16,3.814371943179627,1
28,3,0,1,3,0,0,193,0,15,3.6820058147602137,1
28,2,1,0,3,0,0,309,0,6,4.3248629576173565,1
37,2,1,0,3,0,0,309,1,3,4.317033095124791,1
24,3,0,1,3,0,0,125,0,11,3.625814583693911,1
30,3,0,1,3,0,0,32,0,17,3.6695767463163937,1
190,3,1,0,7,4,0,309,8,23,5.520393046424884,1
30,4,0,1,3,0,0,76,0,16,3.5362434129830604,1
30,3,0,1,3,0,0,49,0,17,3.447742678581274,1
44,4,1,1,5,0,0,64,0,13,4.261043983337284,1
76,4,0,1,3,0,0,216,2,40,4.588544172148128,1
34,2,1,0,4,0,0,309,0,0,3.785561002824151,1
28,3,0,1,3,0,0,100,0,15,3.6959472263874704,1
28,3,0,1,3,0,0,249,0,12,3.86933126111152,1
44,3,0,0,4,0,1,469,1,6,4.265583322887734,1
31,2,1,0,3,0,0,442,0,2,3.450028875448466,1
37,4,0,1,4,0,0,143,0,12,4.270132081786694,1
34,4,0,1,3,0,0,178,0,16,3.90320806164768,1
30,3,0,1,3,0,0,118,0,17,3.847742678581274,1
41,2,1,0,4,0,0,376,3,0,4.137086150537407,1
28,3,0,1,3,0,0,208,0,15,3.5121884039686613,1
66,1,1,0,4,0,0,309,4,0,4.082518689416173,1
25,3,0,1,3,0,0,190,0,12,3.5328786893420308,1
31,2,1,0,3,0,0,263,1,1,4.106949132758152,1
45,2,1,0,5,0,0,309,0,0,3.867551231222989,1
37,3,1,0,3,0,0,438,0,3,4.080414513985239,1
95,3,1,0,7,0,0,309,4,31,4.716747257485139,1
181,3,1,0,7,4,0,309,9,24,5.498380678160312,1
26,3,0,1,3,0,0,139,0,12,3.8441065448145375,1
34,4,0,1,3,0,0,142,0,16,3.959094371350331,1
40,2,0,0,3,0,0,309,0,0,4.196439344671016,1
27,3,0,1,3,0,0,222,0,14,3.782122224145305,1
38,3,1,0,3,0,1,512,2,0,3.988077434998132,1
33,4,0,1,3,0,0,234,0,15,3.919563347274704,1
25,2,1,0,3,0,0,309,0,3,4.103465189601647,1
28,3,0,1,3,0,0,122,0,15,3.556656707462823,1
45,4,0,1,4,0,0,156,0,12,4.347191429566855,1
65,2,1,0,4,0,0,309,3,0,4.426235413615309,1
27,3,0,1,3,0,0,179,0,14,3.550097686867882,1
42,2,1,0,3,0,0,481,0,3,4.558518613048906,1
34,2,1,0,3,0,0,263,2,0,3.984234164652488,1
27,3,0,1,3,0,0,249,0,14,3.680089353694808,1
29,3,0,1,3,0,0,24,0,12,3.784897702756408,1
100,2,1,0,8,0,0,309,2,0,4.357705212974744,1
23,1,0,0,3,0,0,453,0,2,3.8820451081368623,1
99,4,0,1,9,0,0,232,4,10,4.612681618071236,1
40,3,1,0,3,1,0,469,1,6,4.277567157116929,1
95,3,1,0,7,0,0,309,4,38,4.767849920351174,1
38,2,1,0,3,0,0,309,1,2,3.901578580319107,1
185,4,0,1,10,0,0,185,14,46,5.063204839141734,1
39,3,1,0,3,1,0,469,1,6,4.611949334080443,1
34,3,1,0,3,0,0,469,1,8,4.314972767530033,1
99,2,1,0,7,0,0,309,2,6,5.347016121084145,1
131,2,1,0,6,3,0,309,4,10,5.230095353326036,1
43,4,0,1,4,0,0,7,0,11,4.274874638322402,1
173,2,1,0,7,3,0,309,8,17,5.558288295356301,1
84,2,1,0,6,0,0,309,3,8,5.010018209225728,1
28,4,0,1,3,0,0,179,0,10,3.9407598325400897,1
30,3,0,1,3,0,0,87,0,17,3.601515280317513,1
175,2,1,0,7,3,0,309,5,19,5.5107811296657525,1
27,1,1,0,3,0,0,469,0,8,4.254525464966174,1
190,3,1,0,7,4,0,309,8,15,5.493404257196346,1
34,4,0,1,3,0,0,251,0,16,3.962031591059445,1
68,4,0,1,6,0,0,126,4,32,4.276072724675707,1
36,2,1,0,3,0,0,442,1,0,4.127986806877675,1
27,2,1,0,3,0,0,263,1,2,3.930270372293453,1
49,4,0,1,5,0,0,101,0,21,4.489823813936356,1
34,4,0,1,3,0,0,118,0,16,3.90320806164768,1
28,1,1,0,3,0,0,309,0,2,4.066108939837481,1
134,4,0,1,10,0,0,117,17,34,5.074318277472948,1
34,3,1,0,3,0,0,469,1,6,4.17512313511346,1
43,4,0,1,4,0,1,117,0,16,4.173373987703791,1
44,2,0,0,3,0,0,368,2,5,4.498871107126152,1
79,2,0,0,4,0,0,309,1,2,4.327135458070506,1
68,4,0,1,3,0,0,216,1,35,4.410797128480562,1
28,3,0,1,3,0,0,139,0,15,3.556656707462823,1
26,3,0,1,3,0,0,167,0,13,3.5552690446481177,1
71,4,0,1,8,0,0,143,0,16,4.510259401280625,1
33,3,1,0,3,0,0,469,0,2,4.225619876671972,1
28,2,1,0,3,0,0,263,0,0,3.556656707462823,1
33,4,0,1,3,0,0,150,0,15,3.907734270742486,1
24,3,0,1,3,0,0,252,0,9,3.938721875540867,1
28,3,0,1,3,0,0,187,0,15,3.726474118254376,1
34,2,1,0,3,0,0,309,1,2,3.984234164652488,1
24,3,0,1,3,0,0,114,0,9,3.657268229617389,1
52,4,0,1,5,0,0,111,0,14,4.217870796414153,1
37,2,1,0,3,0,0,309,1,0,4.013111135723804,1
27,3,0,1,3,0,0,110,0,14,3.782122224145305,1
25,3,0,1,3,0,0,218,0,12,3.7834651896016473,1
28,3,0,1,3,0,0,103,0,15,3.699513850319966,1
108,4,0,1,4,0,0,143,0,61,3.761805937616845,1
38,4,0,1,4,0,0,194,0,13,4.122798894965599,1
77,2,0,0,4,0,0,374,3,4,4.426231028839167,1
47,4,0,1,4,0,0,51,0,27,3.712707468054477,1
175,2,1,0,7,3,0,309,9,15,5.569568273053151,1
92,4,0,0,4,0,0,442,4,12,4.54606831008703,1
131,2,1,0,7,0,0,309,3,15,5.581362623791711,1
34,3,1,0,3,0,0,469,1,4,4.256149238118269,1
44,4,0,1,4,0,0,216,0,13,4.4422750844972185,1
25,1,1,0,3,0,0,403,0,2,4.053660689688186,1
26,3,0,1,3,0,0,102,0,14,3.47450498810543,1
32,4,0,1,3,0,0,178,0,14,3.991729296672175,1
30,2,1,0,3,0,0,442,0,5,4.081727678869736,1
25,3,0,1,3,0,0,80,0,10,3.80307418942857,1
116,3,0,0,4,0,0,528,0,49,3.868132531802513,1
178,4,0,1,16,0,0,117,17,37,5.150935240872699,1
33,4,0,1,3,0,0,162,0,15,4.028946391954607,1
31,2,1,0,3,0,0,263,2,0,3.925992988421481,1
190,3,1,0,7,4,0,309,6,16,5.513696607655636,1
27,3,0,1,3,0,0,149,0,14,3.411751853774935,1
129,4,1,1,10,0,1,112,7,28,5.061891556047709,1
47,5,0,0,3,0,0,309,0,2,4.331526224967765,1
34,4,0,1,3,0,0,219,0,16,3.9002708419385663,1
29,3,0,1,3,0,0,94,0,16,3.7714370294611257,1
32,4,0,1,3,0,0,250,0,14,3.9681390622295662,1
31,2,1,0,3,0,0,309,1,0,4.147114052043202,1
76,2,1,0,6,0,0,309,4,19,4.641939191755279,1
33,4,0,1,3,0,0,40,0,15,3.884858891889048,1
49,2,0,0,4,0,0,309,0,0,4.114510354230985,1
91,3,1,0,8,0,0,309,4,8,5.007756250484214,1
29,3,0,1,3,0,0,108,0,16,3.607475391455489,1
20,1,0,0,3,0,0,268,0,2,3.746439344671016,1
36,2,1,0,3,0,0,309,0,2,4.062305474194334,1
93,7,1,0,8,0,0,309,4,10,4.598088855247586,1
26,3,0,1,3,0,0,123,0,12,4.103909910282364,1
92,2,1,0,4,1,0,309,3,22,4.96486532109769,1
25,2,1,0,3,0,0,504,0,0,3.813660689688186,1
34,4,0,1,3,0,0,198,0,16,3.998652546878167,1
45,4,0,1,4,0,0,33,0,10,4.7195222629482645,1
90,4,0,1,4,0,0,227,0,45,4.3988450820002925,1
80,2,0,0,5,0,0,440,9,16,4.975070520364183,1
33,4,0,1,3,0,0,244,0,15,3.9912157102019847,1
49,2,1,0,4,0,0,309,0,6,4.336563099562337,1
99,4,0,1,13,0,0,180,1,15,4.943572491796735,1
40,3,1,0,3,1,0,469,1,6,4.327567157116929,1
68,2,0,0,4,0,0,374,1,1,4.318156004799244,1
22,1,1,0,3,0,0,380,0,0,3.390805482076982,1
129,4,1,1,10,0,1,112,7,28,5.114076051519486,1
45,2,0,0,2,0,0,309,1,9,4.4556488633721045,1
42,3,1,0,3,1,0,469,1,7,4.58578639942335,1
55,2,1,0,5,0,0,309,0,3,4.810740113792766,1
45,2,1,0,5,0,0,309,0,0,3.9142149083365423,1
182,4,0,1,17,0,0,117,18,36,5.198986777476217,1
40,3,1,0,3,1,0,469,3,3,4.377567157116929,1
84,4,1,0,7,1,0,424,1,0,4.27557382310228,1
52,3,1,0,3,1,0,469,4,4,4.651798852506846,1
51,3,1,0,4,0,0,309,0,1,4.495188086730167,1
32,3,0,1,3,0,0,159,0,16,3.79595859334435,1
32,4,0,1,3,0,0,14,0,14,3.7181390622295662,1
59,2,1,0,3,0,0,309,1,6,4.9145173632811,1
33,4,0,1,3,0,0,192,0,15,3.858957286668643,1
105,3,1,0,6,2,0,309,2,13,5.047113794732768,1
28,2,1,0,3,0,0,469,0,3,4.0836169753972325,1
29,3,0,1,3,0,0,10,0,16,3.5814447879326106,1
33,4,0,1,3,0,0,193,0,15,3.775475847209144,1
20,3,0,1,3,0,0,214,0,9,3.4464393446710155,1
35,4,0,1,3,0,0,35,0,17,3.943289445392768,1
175,2,1,0,7,3,0,309,7,28,5.593459556176337,1
42,4,0,1,5,0,0,227,0,10,4.395310208947159,1
33,4,0,1,3,0,0,52,0,15,3.775475847209144,1
109,3,1,0,7,0,0,309,4,22,5.053056201493511,1
32,4,0,1,3,0,0,55,0,10,4.179229296672175,1
35,4,0,1,3,0,0,122,0,17,3.8617250747563854,1
72,4,0,1,8,0,0,144,0,34,4.4803591612791935,1
99,2,1,0,8,0,0,309,3,3,4.60576280810178,1
28,3,0,1,3,0,0,185,0,15,3.743982153814128,1
124,4,0,0,4,0,0,440,0,53,4.058856369371338,1
35,2,1,0,3,0,0,469,0,4,4.493149802473812,1
29,3,0,1,3,0,0,170,0,16,3.6335059949783672,1
33,4,0,1,3,0,0,117,0,15,3.884858891889048,1
41,1,0,0,4,0,0,492,1,0,4.092325102644249,1
28,3,0,1,3,0,0,71,0,15,3.672553582385557,1
34,4,0,1,3,0,0,4,0,16,4.043057694064252,1
35,2,1,0,3,0,0,469,0,2,4.436006945330955,1
94,2,1,0,4,0,0,477,1,9,4.739659501314576,1
28,3,0,1,3,0,0,90,0,15,3.726474118254376,1
35,4,0,1,3,0,0,127,0,17,3.864578373902383,1
27,3,0,1,3,0,0,167,0,14,3.7080481500712312,1
20,3,0,1,3,0,0,155,0,9,3.508694969562842,1
39,3,1,0,3,1,0,469,1,8,4.419391000636163,1
55,2,0,0,2,0,0,298,4,5,4.447103750156402,1
35,1,1,0,3,0,0,440,0,0,3.799873730859801,1
34,4,0,1,3,0,0,121,0,14,3.984234164652488,1
33,2,0,0,3,1,0,309,1,3,4.271370634378849,1
32,3,0,1,4,0,0,112,0,14,3.902518266288633,1
33,2,1,0,3,0,0,309,1,6,4.271370634378849,1
30,1,1,0,3,0,0,309,1,0,3.961406329721843,1
34,4,0,1,3,0,0,103,0,16,3.947613208833767,1
33,4,0,1,3,0,0,49,0,15,3.657289952363989,1
48,4,0,0,3,0,0,309,0,0,4.1934210940655055,1
59,4,0,1,4,0,0,109,0,17,4.604946812323636,1
34,4,0,1,3,0,0,77,0,16,3.90320806164768,1
37,2,0,0,3,0,0,309,2,0,4.175273297885966,1
34,4,0,1,3,0,0,255,0,16,4.043057694064252,1
72,4,0,1,8,0,0,144,0,34,4.4593519534043935,1
40,2,1,0,3,0,1,309,2,7,4.346439344671016,1
28,4,0,1,3,0,0,82,0,11,3.7943360657504512,1
141,4,0,1,9,0,0,185,10,32,4.983499690900837,1
191,4,0,1,10,0,0,185,14,44,5.125155683317307,1
38,2,1,0,3,0,0,309,0,0,4.339261065733564,1
69,4,0,1,7,0,0,145,2,25,4.426566305353369,1
78,2,0,0,4,0,0,492,1,1,4.323443007618675,1
72,4,0,1,8,0,0,144,0,34,4.370092014790334,1
85,4,0,0,4,0,0,442,4,12,4.633488472601807,1
30,3,0,1,3,0,0,168,0,17,3.5898980954642874,1
28,3,0,1,3,0,0,120,0,15,3.726474118254376,1
91,4,0,0,4,0,0,442,4,13,4.665324827860806,1
29,3,0,1,3,0,0,38,0,16,3.525939943986514,1
87,2,1,0,9,0,0,309,2,0,4.35543671625307,1
25,1,1,0,3,0,0,391,0,1,3.673269689515109,1
40,3,1,0,3,1,0,469,1,8,4.396439344671016,1
46,2,1,0,5,0,0,309,0,0,3.917598847775986,1
95,3,1,0,7,0,0,309,4,28,4.681977426032717,1
35,2,0,0,3,0,0,360,1,1,4.071581588126284,1
88,4,1,0,6,3,0,391,6,14,4.926364966130654,1
27,3,0,1,3,0,0,139,0,14,3.633974075997157,1
200,3,1,0,7,5,0,309,7,16,5.465721623385839,1
32,3,1,0,3,0,0,469,1,5,4.265319531114783,1
221,7,0,1,9,4,2,25,7,29,5.50300467809066,1
30,3,0,1,3,0,0,77,0,17,3.831401845392172,1
39,2,1,0,3,0,0,309,1,3,4.438747090435226,1
24,2,1,0,3,0,0,309,0,4,4.136842188131012,1
86,4,0,0,4,0,0,442,4,12,4.666098953919601,1
