label,url_length,num_dots,has_https,has_ip,num_subdirs,num_params,suspicious_words,tld,special_char_count,digits_count,entropy
1,78,2,1,0,6,0,0,319,2,15,4.563649816702025
1,30,2,0,0,4,0,0,309,0,0,3.989898095464288
1,41,2,1,0,4,0,0,319,1,0,4.101216028902792
1,46,2,1,0,3,0,0,263,2,6,4.4521660318147465
1,68,3,1,0,9,0,0,318,2,1,4.324410319937515
1,45,2,1,0,5,0,0,346,0,10,4.44475497457937
1,31,1,1,0,3,0,0,528,0,0,3.9292144551992183
1,20,1,1,0,3,0,0,309,0,0,3.684183719779189
1,34,3,0,0,3,0,0,263,0,0,4.152920561520418
1,51,3,1,0,3,0,1,263,4,0,4.297151508884875
1,41,3,1,0,3,0,0,263,2,0,4.250623273270421
1,37,3,1,0,3,0,1,263,1,0,4.114066203115955
1,54,3,0,0,3,0,1,263,4,0,4.255003826984006
1,45,2,1,0,5,0,0,411,0,10,4.372641363516336
1,48,2,0,0,3,0,0,309,2,2,4.129247855285172
1,46,2,1,0,5,0,0,493,0,10,4.449995043334097
1,24,1,1,0,3,0,0,510,0,2,4.105388542207534
1,60,2,1,0,6,0,0,319,1,15,4.537907837484892
1,41,3,1,0,4,0,0,319,1,4,4.080368395432711
1,60,2,1,0,6,0,0,319,1,15,4.3586597124488335
1,60,2,1,0,6,0,0,319,1,15,4.379411587412776
1,68,2,1,0,6,0,0,319,1,18,4.649983341811304
1,36,2,1,0,3,0,0,260,1,0,4.0860486123130375
1,40,2,1,0,4,0,0,319,0,0,3.993942707918269
1,76,2,0,0,5,0,1,424,1,5,4.782687428755542
1,78,2,1,0,6,0,1,424,1,3,4.780809315832873
1,78,2,1,0,6,0,1,424,1,6,4.651736552641472
1,78,2,1,0,6,0,1,424,1,5,4.783665963608822
1,76,2,0,0,5,0,1,424,1,2,4.709850500422782
1,63,2,1,0,6,0,1,411,3,10,4.92125889154784
1,28,3,0,1,3,0,0,234,0,15,3.6689869584530608
1,33,4,0,1,3,0,0,56,0,15,4.066677073707229
1,49,4,0,1,5,0,0,101,0,21,4.433601620014652
1,32,4,0,1,3,0,0,14,0,14,3.991729296672175
1,35,4,0,1,3,0,0,139,0,17,3.728724445269141
1,28,3,0,1,3,0,0,16,0,15,3.386839296671271
1,28,3,0,1,3,0,0,76,0,15,3.624518654958899
1,31,4,0,1,3,0,0,136,0,13,3.977916874693636
1,28,3,0,1,3,0,0,250,0,15,3.655045546825804
1,33,4,0,1,3,0,0,234,0,15,3.919563347274704
1,28,3,0,1,3,0,0,57,0,15,3.770942421748537
1,33,4,0,1,3,0,0,250,0,15,3.907734270742486
1,28,3,0,1,3,0,0,91,0,15,3.624518654958899
1,33,4,0,1,3,0,0,16,0,15,3.680165331217427
1,33,4,0,1,3,0,0,76,0,15,3.881832665522081
1,33,4,0,1,3,0,0,57,0,15,4.0060710131011685
1,31,2,1,0,3,0,0,309,0,0,3.845663149851382
1,32,3,0,1,3,0,0,185,0,15,3.7539280318460246
1,39,4,0,1,3,0,0,185,0,11,4.2849009365890725
1,49,4,0,1,5,0,0,101,0,20,4.426162273553422
1,38,4,0,1,5,0,0,101,0,12,4.165837632423487
1,49,4,0,1,5,0,0,101,0,22,4.305751364780154
1,49,4,0,1,5,0,0,101,0,21,4.319119161352677
1,34,2,1,0,3,0,0,469,0,3,4.160704752887782
1,29,3,0,1,3,0,0,17,0,16,3.594905461227893
1,32,4,0,1,3,0,0,225,0,14,4.077819531114783
1,32,4,0,1,3,0,0,252,0,14,3.851409765557392
1,29,3,0,1,3,0,0,23,0,16,3.5293835808868543
1,41,4,0,1,3,0,0,14,0,11,4.35361884708808
1,33,4,0,1,3,0,0,14,0,10,3.88056466612916
1,29,3,0,1,3,0,0,207,0,16,3.624379701651112
1,34,2,1,0,3,0,0,469,0,5,4.300554385304355
1,28,3,0,1,3,0,0,189,0,15,3.726474118254376
1,34,4,0,1,3,0,0,179,0,16,4.006436738245531
1,34,4,0,1,3,0,0,23,0,16,3.799979385049829
1,34,4,0,1,3,0,0,17,0,16,3.85586569475248
1,37,2,1,0,3,0,0,469,0,5,4.208924987016683
1,33,4,0,1,3,0,0,105,0,15,4.028946391954607
1,33,4,0,1,3,0,0,91,0,15,3.881832665522081
1,39,2,1,0,3,0,0,469,0,3,4.2849009365890725
1,27,3,0,1,3,0,0,25,0,14,3.782122224145305
1,36,2,1,0,3,0,0,469,0,5,4.44035104292869
1,34,4,0,1,3,0,0,207,0,16,3.881005488054637
1,32,4,0,1,3,0,0,86,0,14,3.952819531114783
1,33,4,0,1,3,0,0,189,0,15,3.9683403313485455
1,32,4,0,1,3,0,0,245,0,14,4.015319531114783
1,28,3,0,1,3,0,0,25,0,15,3.842370993177109
1,29,3,0,1,3,0,0,170,0,16,3.6335059949783672
1,27,3,0,1,3,0,0,200,0,14,3.661932872373582
1,29,3,0,1,3,0,0,84,0,16,3.689901581992151
1,28,3,0,1,3,0,0,185,0,15,3.655045546825804
1,32,4,0,1,3,0,0,200,0,14,3.913909765557392
1,34,4,0,1,3,0,0,170,0,16,3.888789679422002
1,29,3,0,1,3,0,0,48,0,16,3.689901581992151
1,35,4,0,1,3,0,0,115,0,17,3.943289445392768
1,32,4,0,1,3,0,0,244,0,14,3.890319531114783
1,27,3,0,1,3,0,0,191,0,14,3.633974075997157
1,34,4,0,1,3,0,0,84,0,16,3.936891797757288
1,34,4,0,1,3,0,0,161,0,16,3.881005488054637
1,34,4,0,1,3,0,0,48,0,16,3.936891797757288
1,32,4,0,1,3,0,0,163,0,14,3.9056390622295662
1,29,3,0,1,3,0,0,74,0,16,3.7024715122197462
1,32,4,0,1,3,0,0,191,0,14,3.890319531114783
1,28,3,0,1,3,0,0,198,0,15,3.797902689682947
1,25,3,0,1,3,0,0,9,0,12,3.7230741894285697
1,24,3,0,1,3,0,0,9,0,10,3.7406015629507214
1,27,3,0,1,3,0,0,9,0,11,4.004344446367528
1,28,3,0,1,3,0,0,9,0,10,3.913799564605681
1,27,3,0,1,3,0,0,9,0,10,3.930270372293453
1,25,3,0,1,3,0,0,9,0,10,3.753269689515109
1,25,3,0,1,3,0,0,9,0,10,3.8332696895151086
1,27,3,0,1,3,0,0,9,0,11,3.930270372293453
1,24,3,0,1,3,0,0,9,0,11,3.657268229617389
1,25,3,0,1,3,0,0,9,0,13,3.7230741894285697
1,27,3,0,1,3,0,0,9,1,14,3.782122224145305
1,28,3,0,1,3,0,0,9,0,12,3.842370993177109
1,27,3,0,1,3,0,0,9,0,11,3.902311575917029
1,38,2,1,0,3,0,0,469,0,3,4.346225868535943
1,27,3,0,1,3,0,0,239,0,14,3.856196298219379
1,31,4,0,1,3,0,0,147,0,13,4.091135423220312
1,32,4,0,1,3,0,0,25,0,14,4.015319531114783
1,35,2,1,0,3,0,0,469,0,4,4.171860873964197
1,33,4,0,1,3,0,0,134,0,15,3.824252831282987
1,34,4,0,1,3,0,0,74,0,16,3.947613208833767
1,33,4,0,1,3,0,0,198,0,15,4.028946391954607
1,28,3,0,1,3,0,0,84,0,15,3.842370993177109
1,26,3,0,1,3,0,0,83,0,11,3.5654483718208256
1,29,3,0,1,3,0,0,63,0,16,3.509035633790891
1,34,4,0,1,3,0,0,133,0,16,3.984234164652488
1,28,3,0,1,3,0,0,203,0,15,3.672553582385557
1,28,3,0,1,3,0,0,96,0,15,3.797902689682947
1,25,3,0,1,3,0,0,143,0,10,3.863465189601647
1,34,4,0,1,3,0,0,101,0,16,3.962031591059445
1,28,3,0,1,3,0,0,6,0,15,3.6455933144511463
1,26,3,0,1,3,0,0,213,0,13,3.767183467891461
1,55,7,0,1,4,0,0,425,0,9,4.523882268820475
1,27,4,0,1,3,0,0,191,0,9,3.838039816898154
1,47,7,0,1,3,0,0,425,0,9,4.423498224896145
1,34,4,0,1,4,0,0,191,0,10,4.124083797069061
1,35,4,0,1,4,0,0,191,0,10,4.250571945454581
1,35,4,0,1,4,0,0,191,0,9,4.157854445516395
1,55,7,0,1,4,0,0,425,0,11,4.569159086923621
1,35,4,0,1,4,0,0,191,0,10,4.272140159802109
1,55,7,0,1,4,0,0,425,0,10,4.569159086923621
1,54,7,0,1,4,0,0,425,0,10,4.520238715810559
1,54,7,0,1,4,0,0,425,0,11,4.594312789884633
1,34,4,0,1,4,0,0,191,0,9,4.182907326480826
1,54,7,0,1,4,0,0,425,0,9,4.481352318215932
1,55,7,0,1,4,0,0,425,0,10,4.555433859611559
1,35,4,0,1,4,0,0,191,0,11,4.250571945454581
1,27,4,0,1,3,0,0,191,0,9,3.81008102052173
1,35,4,0,1,4,0,0,191,0,9,4.214997302659252
1,34,4,0,1,4,0,0,191,0,11,4.24173085589259
1,24,4,0,1,3,0,0,191,0,9,3.6368421881310113
1,44,7,0,1,3,0,0,425,0,9,4.296675721847976
1,47,7,0,1,3,0,0,425,0,9,4.346697363737914
1,49,4,0,1,5,0,0,101,0,21,4.214114119970501
1,36,2,1,0,3,0,0,469,0,4,4.270910335425637
1,31,4,0,1,3,0,0,213,0,13,4.0022680844408445
1,34,4,0,1,3,0,0,75,0,16,3.925410635240723
1,28,3,0,1,3,0,0,89,0,15,3.6689869584530608
1,28,3,0,1,3,0,0,124,0,15,3.896291529045928
1,29,3,0,1,3,0,0,102,0,16,3.4125966171657227
1,36,2,1,0,3,0,0,469,0,5,4.204511459715549
1,30,4,0,1,3,0,0,170,0,12,3.923231428797621
1,33,4,0,1,3,0,0,241,0,15,3.98319563424773
1,27,3,0,1,3,0,0,34,0,14,3.6800893536948074
1,33,4,0,1,3,0,0,124,0,15,4.112427831414106
1,33,4,0,1,3,0,0,108,0,15,4.028946391954607
1,28,3,0,1,3,0,0,247,0,15,3.770942421748537
1,30,3,0,1,3,0,0,88,0,17,3.631401845392172
1,49,4,0,1,5,0,0,101,0,21,4.474417946545265
1,33,4,0,1,3,0,0,136,0,15,3.801377452429549
1,28,3,0,1,3,0,0,216,0,15,3.6820058147602137
1,32,4,0,1,3,0,0,34,0,14,3.929229296672175
1,33,4,0,1,3,0,0,247,0,15,4.0060710131011685
1,35,4,0,1,3,0,0,88,0,17,3.886146588249911
1,49,4,0,1,5,0,0,101,0,21,4.426162273553422
1,27,3,0,1,3,0,0,244,0,14,3.559900001923083
1,32,4,0,1,3,0,0,100,0,10,3.866729296672175
1,28,4,0,1,3,0,0,100,0,10,3.5836169753972325
1,33,4,0,1,3,0,0,100,0,11,3.9225895736416696
1,33,4,0,1,3,0,0,100,0,12,3.8966879684212654
1,33,4,0,1,3,0,0,100,0,11,3.8391081341821702
1,33,4,0,1,3,0,0,100,0,10,3.945464952495108
1,32,4,0,1,3,0,0,100,0,11,3.866729296672175
1,32,4,0,1,3,0,0,100,0,10,3.7806390622295662
1,25,4,0,1,3,0,0,100,0,10,3.383465189601647
1,33,4,0,1,3,0,0,216,0,15,3.930609649595924
1,28,3,0,1,3,0,0,69,0,15,3.5296964395284136
1,27,3,0,1,3,0,0,83,0,14,3.782122224145305
1,32,4,0,1,3,0,0,239,0,14,4.077819531114783
1,34,4,0,1,3,0,0,124,0,16,3.85586569475248
1,35,4,0,1,3,0,0,97,0,17,3.8290037311070537
1,30,3,0,1,3,0,0,110,0,17,3.631401845392172
1,37,2,1,0,3,0,0,469,0,4,4.134468568039292
1,35,4,0,1,3,0,0,110,0,17,3.886146588249911
1,32,4,0,1,3,0,0,83,0,14,4.015319531114783
1,26,3,0,1,3,0,0,147,0,13,3.873140679513133
1,34,4,0,1,3,0,0,100,0,16,3.925410635240723
1,33,4,0,1,3,0,0,69,0,15,3.801377452429549
1,35,2,1,0,3,0,0,469,0,4,4.150292659616669
1,33,4,0,1,3,0,0,240,0,15,4.028946391954607
1,49,4,0,1,5,0,0,101,0,22,4.369940079631719
1,27,3,0,1,3,0,0,224,0,14,3.485825927849009
