url_length,num_dots,has_https,has_ip,num_subdirs,num_params,suspicious_words,tld,special_char_count,digits_count,entropy,label
22,1,1,0,0,0,0,43,4,0,4.0049,0
21,1,1,0,0,0,0,44,4,3,3.9161,0
27,2,1,0,0,0,0,45,5,0,3.9023,0
35,2,1,0,0,0,0,46,5,0,4.1363,0
19,1,1,0,0,0,0,47,4,0,3.6819,0
27,2,1,0,0,0,0,48,5,1,3.8842,0
27,2,1,0,0,0,0,49,5,0,3.708,0
33,2,1,0,0,0,0,50,5,1,3.9306,0
27,2,1,0,0,0,0,51,5,1,3.8842,0
28,3,1,0,0,0,0,52,6,0,3.6456,0
28,1,1,0,0,0,0,53,5,0,4.0391,0
38,4,1,0,0,0,0,54,7,0,4.0079,0
27,2,1,0,0,0,0,55,5,1,3.8842,0
29,2,1,0,0,0,0,56,5,3,4.0178,0
19,1,1,0,0,0,0,57,4,0,3.7216,0
31,4,1,0,0,0,0,58,7,0,3.631,0
36,5,1,0,0,0,0,59,8,0,3.6077,0
35,3,1,0,0,0,0,60,6,0,4.0856,0
22,1,1,0,0,0,0,61,4,0,3.7888,0
26,2,1,0,0,0,0,18,5,0,3.8731,0
32,2,1,0,0,0,0,53,6,0,4.1167,0
22,2,1,0,0,0,0,62,5,0,3.6978,0
19,2,1,0,0,0,0,63,5,1,3.6819,0
26,3,1,0,0,0,0,64,6,1,3.8441,0
20,2,1,0,0,0,0,25,5,0,3.7842,0
26,2,1,0,0,0,0,56,5,0,3.7633,0
28,2,1,0,0,0,0,65,5,0,3.9233,0
27,2,1,0,0,0,0,66,5,0,3.8101,0
28,2,1,0,0,0,1,8,5,0,3.9233,0
26,2,1,0,0,0,0,67,5,0,3.7962,0
34,3,1,0,0,0,0,68,6,0,4.0431,0
22,1,1,0,0,0,0,69,4,0,3.7888,0
23,2,1,0,0,0,0,70,5,0,3.567,0
39,2,1,0,0,0,0,71,6,0,4.0553,0
29,2,1,0,0,0,0,72,5,0,3.6899,0
23,2,1,0,0,0,0,47,5,0,3.7623,0
36,3,1,0,0,0,0,73,7,1,4.086,0
34,2,1,0,0,0,0,74,5,0,3.8078,0
24,1,1,0,0,0,0,75,4,0,3.5698,0
31,3,1,0,0,0,0,76,6,0,3.9536,0
28,1,1,0,0,0,0,77,4,0,4.0122,0
19,1,1,0,0,0,0,57,4,0,3.5766,0
32,2,1,0,0,0,0,77,5,0,4.0931,0
27,2,1,0,0,0,0,41,5,0,3.8842,0
33,3,1,0,0,0,0,78,6,0,4.0438,0
25,2,1,0,0,0,0,19,5,0,3.7035,0
33,3,1,0,0,0,0,67,6,0,3.7556,0
21,1,1,0,0,0,0,79,4,1,3.8802,0
22,2,1,0,0,0,0,1,5,0,3.7888,0
14,1,1,0,0,0,0,82,4,0,3.182,0
24,2,1,0,0,0,0,84,5,0,3.8554,0
34,2,1,0,0,0,0,85,6,1,4.1385,0
19,2,1,0,0,0,0,86,5,0,3.6163,0
17,1,1,0,0,0,0,87,4,0,3.5725,0
19,2,1,0,0,0,0,88,5,0,3.5766,0
26,2,1,0,0,0,0,89,5,0,3.9022,0
30,3,1,0,0,0,0,90,6,0,3.9362,0
28,2,1,0,0,0,0,91,5,0,3.9408,0
18,1,1,0,0,0,0,92,4,0,3.7255,0
22,2,1,0,0,0,0,93,5,0,3.4429,0
31,2,1,0,0,0,0,94,5,0,3.8615,0
38,3,1,0,0,0,0,95,6,0,4.0735,0
29,1,1,0,0,0,0,96,4,0,4.0044,0
40,6,1,0,0,0,0,97,9,0,3.721,0
20,2,1,0,0,0,0,98,5,0,3.5842,0
36,4,1,0,0,0,0,99,7,0,4.0515,0
42,4,1,0,0,0,0,100,7,0,4.08,0
17,1,1,0,0,0,0,101,4,0,3.8522,0
41,4,1,0,0,0,0,102,7,0,4.062,0
21,1,1,0,0,0,0,103,5,0,3.5585,0
39,4,1,0,0,0,0,49,7,0,3.8872,0
18,2,1,0,0,0,0,36,5,0,3.8366,0
19,1,1,0,0,0,0,104,4,0,3.7216,0
40,5,1,0,0,0,0,105,8,0,4.0751,0
24,2,1,0,0,0,0,40,5,0,3.8554,0
34,3,1,0,0,0,0,19,6,0,3.881,0
33,2,1,0,0,0,0,106,5,0,3.8014,0
26,2,1,0,0,0,0,107,5,0,3.5843,0
30,3,1,0,0,0,0,108,6,0,3.6729,0
27,1,1,0,0,0,0,109,4,0,3.4579,0
21,2,1,0,0,0,0,36,5,0,3.7257,0
25,2,1,0,0,0,0,110,5,0,3.6733,0
29,3,1,0,0,0,0,108,6,0,3.7623,0
36,4,1,0,0,0,0,111,7,0,3.933,0
34,3,1,0,0,0,0,112,6,0,3.932,0
17,1,1,0,0,0,0,113,4,0,3.7345,0
24,2,1,0,0,0,0,114,5,0,3.8554,0
35,3,1,0,0,0,0,115,6,0,3.7427,0
33,4,1,0,0,0,0,116,7,0,3.7636,0
37,2,1,0,0,0,0,117,5,1,4.1212,0
17,1,1,0,0,0,0,118,4,0,3.5725,0
37,2,1,0,0,0,0,120,5,0,3.8642,0
31,2,1,0,0,0,0,109,5,0,3.6066,0
24,2,1,0,0,0,0,121,5,0,3.8035,0
40,3,1,0,0,0,0,122,6,0,4.1087,0
26,2,1,0,0,0,0,123,5,0,3.6864,0
16,1,1,0,0,0,0,124,4,0,3.375,0
26,3,1,0,0,0,0,100,6,0,3.7672,0
42,2,1,0,0,0,1,126,5,0,3.994,0
22,2,1,0,0,0,0,127,5,0,3.6412,0
28,2,1,0,0,0,0,128,5,0,3.9677,0
34,4,1,0,0,0,0,129,7,0,3.962,0
19,1,1,0,0,0,0,56,4,0,3.4714,0
28,2,1,0,0,0,0,130,5,0,3.9233,0
24,2,1,0,0,0,0,131,5,0,3.8868,0
29,3,1,0,0,0,0,132,6,0,3.9523,0
35,3,1,0,0,0,1,133,6,0,3.9573,0
41,4,1,0,0,0,1,134,7,2,4.0435,0
19,2,1,0,0,0,0,135,5,0,3.6819,0
28,3,1,0,0,0,0,49,6,0,3.8249,0
36,4,1,0,0,0,0,136,7,0,3.7527,0
31,3,1,0,0,0,0,137,6,0,4.0149,0
29,2,1,0,0,0,0,49,5,0,3.9783,0
28,3,1,0,0,0,0,138,6,0,3.744,0
40,4,1,0,0,0,0,139,7,0,3.9153,0
18,1,1,0,0,0,0,140,4,0,3.5033,0
34,3,1,0,0,0,1,141,6,1,4.0209,0
28,2,1,0,0,0,0,142,6,0,3.8518,0
23,2,1,0,0,0,0,143,5,0,3.7951,0
17,1,1,0,0,0,0,144,4,0,3.7345,0
18,2,1,0,0,0,0,146,5,0,3.5033,0
39,3,1,0,0,0,0,147,6,0,4.0579,0
23,2,1,0,0,0,0,148,5,0,3.9149,0
29,1,1,0,0,0,0,149,4,0,3.6335,0
25,2,1,0,0,0,0,150,6,1,3.7533,0
25,2,1,0,0,0,0,151,5,0,3.5133,0
28,2,1,0,0,0,0,152,5,0,3.7534,0
35,3,1,0,0,0,0,153,6,0,4.0256,0
28,3,1,0,0,0,0,154,7,1,3.9408,0
19,2,1,0,0,0,0,146,5,0,3.7216,0
29,3,1,0,0,0,0,155,6,0,3.8833,0
28,3,1,0,0,0,0,156,6,0,4.0122,0
24,2,1,0,0,0,0,157,5,0,3.9702,0
28,2,1,0,0,0,0,158,5,3,4.1106,0
22,3,1,0,0,0,0,159,6,1,3.8797,0
17,1,1,0,0,0,0,160,4,0,3.5725,0
16,1,1,0,0,0,0,161,4,1,3.5778,0
26,2,1,0,0,0,0,162,5,0,4.056,0
19,1,1,0,0,0,0,163,4,0,3.6163,0
30,3,1,0,0,0,0,59,6,0,3.6193,0
35,2,1,0,0,0,0,164,8,0,4.0716,0
37,4,1,0,0,0,0,166,7,0,3.7507,0
23,2,1,0,0,0,0,167,5,1,3.654,0
26,2,1,0,0,0,0,153,5,0,3.9312,0
39,3,1,0,0,0,0,168,6,0,3.9898,0
43,4,1,0,0,0,0,169,8,0,4.1909,0
33,2,1,0,0,0,0,170,5,0,3.9912,0
35,3,1,0,0,0,0,171,7,0,4.0576,0
38,4,1,0,0,0,0,172,8,0,4.0503,0
35,3,1,0,0,0,0,173,7,0,4.0284,0
28,2,1,0,0,0,0,174,5,0,3.6995,0
18,1,1,0,0,0,1,175,4,0,3.6144,0
20,2,1,0,0,0,0,176,5,1,3.5842,0
35,3,1,0,0,0,0,177,6,0,4.1287,0
26,2,1,0,0,0,0,178,5,0,3.7193,0
31,3,1,0,0,0,0,179,6,0,3.8002,0
21,2,1,0,0,0,0,180,5,0,3.8209,0
21,1,1,0,0,0,0,181,5,0,3.8802,0
18,2,1,0,0,0,0,146,5,0,3.7255,0
28,3,1,0,0,0,0,182,6,1,3.9408,0
38,4,1,0,0,0,0,183,7,0,3.7905,0
16,1,1,0,0,0,0,184,4,0,3.5778,0
30,2,1,0,0,0,0,157,5,0,3.8314,0
25,2,1,0,0,0,0,185,5,1,3.9435,0
20,1,1,0,0,0,0,186,4,0,3.2842,0
32,2,1,0,0,0,0,187,5,0,3.7264,0
23,1,1,0,0,0,0,188,4,0,3.8279,0
18,1,1,0,0,0,0,111,4,0,3.4194,0
31,2,1,0,0,0,0,46,5,0,4.1313,0
43,4,1,0,0,0,0,108,7,0,4.0628,0
24,2,1,0,0,0,0,189,5,0,3.6573,0
32,3,1,0,0,0,0,190,6,0,3.9056,0
27,1,1,0,0,0,0,191,5,0,3.8282,0
36,4,1,0,0,0,0,192,7,0,4.0305,0
30,3,1,0,0,0,0,193,6,0,3.9396,0
17,1,1,0,0,0,0,194,4,0,3.4548,0
31,2,1,0,0,0,0,195,5,0,3.8087,0
26,2,1,0,0,0,0,196,5,0,4.1329,0
22,2,1,0,0,0,0,197,5,0,3.516,0
37,4,1,0,0,0,0,198,7,2,4.0981,0
23,2,1,0,0,0,0,199,5,0,3.6753,0
27,2,1,0,0,0,0,200,5,1,3.8842,0
28,2,1,0,0,0,0,201,5,0,4.1375,0
26,2,1,0,0,0,0,66,5,0,3.9791,0
17,1,1,0,0,0,0,202,4,0,3.7345,0
21,1,1,0,0,0,0,203,4,0,3.7849,0
31,2,1,0,0,0,0,56,5,0,3.8087,0
25,2,1,0,0,0,0,3,5,0,3.6733,0
28,3,1,0,0,0,0,204,7,0,3.6245,0
32,3,1,0,0,0,1,205,6,0,3.9528,0
25,1,1,0,0,0,0,206,4,0,3.7337,0
30,2,1,0,0,0,0,75,5,0,3.9614,0
26,2,1,0,0,0,0,148,6,0,3.7672,0
26,2,1,0,0,0,0,90,5,0,4.056,0
28,3,1,0,0,0,0,207,6,0,4.0391,0
23,2,1,0,0,0,0,208,5,0,3.7951,0
19,2,1,0,0,0,0,108,5,0,3.6163,0
32,3,1,0,0,0,0,209,6,0,4.0778,0
34,2,1,0,0,0,0,210,5,0,4.0179,0
57,3,1,0,0,0,0,211,6,0,4.0739,0
34,3,1,0,0,0,0,212,6,0,4.0209,0
37,4,1,0,0,0,0,213,7,2,4.0981,0
31,3,1,0,0,0,0,214,7,0,3.9292,0
20,1,1,0,0,0,0,215,4,0,3.6842,0
34,2,1,0,0,0,0,216,6,1,4.1385,0
27,2,1,0,0,0,0,93,5,0,3.6438,0
20,1,1,0,0,0,0,217,4,0,3.7842,0
24,2,1,0,0,0,0,62,5,0,3.8868,0
34,2,1,0,0,0,1,218,5,0,3.9842,0
41,4,1,0,0,0,0,219,8,2,4.2083,0
38,4,1,0,0,0,0,220,7,3,4.2185,0
23,2,1,0,0,0,0,57,5,0,3.7081,0
20,1,1,0,0,0,0,221,4,0,3.9219,0
16,1,1,0,0,0,0,222,4,0,3.375,0
47,2,1,0,0,0,0,223,5,0,4.1348,0
15,1,1,0,0,0,0,224,4,0,3.3232,0
20,2,1,0,0,0,0,225,5,0,3.4087,0
19,1,1,0,0,0,0,226,4,0,3.6819,0
25,2,1,0,0,0,0,227,5,0,4.0537,0
35,3,1,0,0,0,0,228,6,0,4.0144,0
19,1,1,0,0,0,0,229,5,0,3.6819,0
27,2,1,0,0,0,0,230,6,0,4.0141,0
14,1,1,0,0,0,0,45,4,0,3.182,0
34,3,1,0,0,0,0,231,6,0,3.962,0
21,1,1,0,0,0,0,232,4,0,3.5945,0
26,2,1,0,0,0,0,233,6,0,3.8731,0
22,2,1,0,0,0,0,234,5,0,3.6978,0
27,1,1,0,0,0,1,235,5,0,3.9023,0
34,2,1,0,0,0,0,236,6,1,4.1385,0
34,2,1,0,0,0,0,237,6,1,4.1385,0
28,3,1,0,0,0,0,238,6,0,4.0836,0
43,6,1,0,0,0,0,239,9,0,3.8264,0
38,4,1,0,0,0,1,240,7,2,4.0381,0
18,1,1,0,0,0,0,241,4,0,3.4194,0
22,2,1,0,0,0,0,242,5,0,3.6635,0
20,1,1,0,0,0,0,243,4,0,3.5464,0
27,3,1,0,0,0,0,167,6,1,3.8101,0
22,2,1,0,0,0,0,50,5,1,3.6978,0
43,4,1,0,0,0,0,244,9,0,4.1643,0
40,4,1,0,0,0,0,245,8,2,4.2128,0
30,2,1,0,0,0,0,246,5,0,3.7362,0
34,3,1,0,0,0,0,247,6,0,4.1163,0
38,3,1,0,0,0,1,248,6,0,4.1486,0
39,4,1,0,0,0,0,102,7,0,3.9259,0
34,3,1,0,0,0,0,249,7,1,4.1163,0
19,2,1,0,0,0,0,38,5,0,3.4714,0
29,2,1,0,0,0,0,250,6,0,4.0473,0
30,1,1,0,0,0,0,251,4,0,4.1899,0
42,6,1,0,0,0,0,252,9,0,4.112,0
49,7,1,0,0,0,0,111,10,0,4.1316,0
18,1,1,0,0,0,0,253,4,0,3.5724,0
22,2,1,0,0,0,0,254,5,0,3.8797,0
37,2,1,0,0,0,0,75,5,0,4.0981,0
33,3,1,0,0,0,0,196,7,1,3.9455,0
37,2,1,0,0,0,0,255,5,0,3.99,0
17,1,1,0,0,0,0,256,4,0,3.3372,0
32,3,1,0,0,0,1,257,6,0,3.9681,0
38,4,1,0,0,0,1,240,7,2,4.0606,0
27,2,1,0,0,0,0,258,5,0,3.7179,0
23,2,1,0,0,0,0,259,5,0,3.654,0
21,2,1,0,0,0,0,260,5,1,3.5352,0
20,1,1,0,0,0,0,261,4,0,3.4414,0
20,1,1,0,0,0,0,262,4,0,3.5219,0
21,2,1,0,0,0,0,263,5,0,3.6897,0
26,1,1,0,0,0,0,264,4,0,3.921,0
41,3,1,0,0,0,0,265,6,0,4.1251,0
54,4,1,0,0,0,0,266,8,0,4.1439,0
16,1,1,0,0,0,0,113,4,0,3.625,0
31,1,1,0,0,0,0,267,4,0,4.1557,0
24,2,1,0,0,0,0,268,5,0,3.6368,0
40,3,1,0,0,0,0,269,6,0,4.0062,0
24,2,1,0,0,0,0,270,5,0,3.6368,0
20,2,1,0,0,0,0,271,5,0,3.9219,0
20,2,1,0,0,0,0,272,5,0,3.8842,0
43,6,1,0,0,0,0,273,9,1,4.1116,0
24,2,1,0,0,0,0,274,5,0,3.7202,0
33,3,1,0,0,0,0,275,6,0,3.9455,0
18,1,1,0,0,0,0,276,4,0,3.5724,0
40,3,1,0,0,0,0,277,6,9,4.0087,0
22,2,1,0,0,0,0,278,5,0,3.4474,0
39,3,1,0,0,0,0,279,7,1,4.1243,0
20,1,1,0,0,0,0,280,4,0,3.6842,0
17,1,1,0,0,0,0,281,4,0,3.3372,0
29,2,1,0,0,0,0,282,5,0,3.8664,0
23,2,1,0,0,0,0,283,5,0,3.5555,0
39,3,1,0,0,0,0,284,6,0,3.8653,0
21,2,1,0,0,0,0,285,5,0,3.5585,0
20,2,1,0,0,0,0,286,5,0,3.6219,0
26,2,1,0,0,0,0,287,5,0,3.9791,0
39,3,1,0,0,0,0,288,6,0,4.0579,0
31,2,1,0,0,0,0,289,5,2,4.0668,0
20,1,1,0,0,0,0,290,4,0,3.5464,0
31,3,1,0,0,0,0,291,7,2,3.8213,0
21,1,1,0,0,0,0,292,4,0,3.6897,0
20,2,1,0,0,0,0,293,5,0,3.6842,0
27,3,1,0,0,0,0,294,6,0,3.8101,0
23,2,1,0,0,0,0,295,5,0,3.882,0
25,2,1,0,0,0,0,296,5,0,3.7337,0
23,2,1,0,0,0,0,297,5,2,4.056,0
38,2,1,0,0,0,0,299,6,0,4.1486,0
35,2,1,0,0,0,0,300,5,1,4.2506,0
34,1,1,0,0,0,0,301,6,0,4.0575,0
20,2,1,0,0,0,0,302,5,0,3.5842,0
35,3,1,0,0,0,0,303,7,0,4.1643,0
24,2,1,0,0,0,0,304,6,0,3.8035,0
55,2,1,0,0,0,0,305,9,0,4.2843,0
35,2,1,0,0,0,0,307,5,1,4.2506,0
26,2,1,0,0,0,0,308,5,0,3.7962,0
45,2,1,0,0,0,1,310,6,0,4.0171,0
16,1,1,0,0,0,0,311,4,1,3.625,0
24,2,1,0,0,0,0,312,5,0,4.0016,0
24,2,1,0,0,0,0,242,5,0,3.8035,0
20,2,1,0,0,0,0,313,5,0,3.5464,0
25,3,1,0,0,0,0,314,6,0,3.6537,0
29,4,1,0,0,0,0,315,7,1,3.7975,0
23,1,1,0,0,0,0,316,4,0,3.7951,0
28,3,1,0,0,0,0,31,6,0,3.8424,0
31,5,1,0,0,0,0,317,8,1,3.7568,0
27,3,1,0,0,0,0,318,6,0,4.0603,0
31,2,1,0,0,0,0,247,5,0,4.1069,0
19,1,1,0,0,0,0,319,5,0,3.5111,0
21,2,1,0,0,0,0,320,5,1,3.7849,0
30,2,1,0,0,0,0,321,6,0,4.0566,0
28,2,1,0,0,0,0,322,5,0,3.7534,0
17,1,1,0,0,0,0,323,4,0,3.6169,0
31,2,1,0,0,0,1,324,7,1,4.0023,0
25,2,1,0,0,0,0,100,5,3,4.0039,0
28,2,1,0,0,0,0,325,5,1,3.8963,0
30,3,1,0,0,0,0,327,7,1,3.7362,0
18,1,1,0,0,0,0,328,4,0,3.6835,0
44,2,1,0,0,0,1,329,6,0,4.1158,0
20,2,1,0,0,0,0,330,5,0,3.7842,0
17,1,1,0,0,0,0,331,4,0,3.7345,0
28,3,1,0,0,0,0,332,7,0,4.0122,0
16,1,1,0,0,0,0,7,4,0,3.4528,0
28,3,1,0,0,0,0,333,6,4,4.0661,0
21,1,1,0,0,0,0,334,4,0,3.9754,0
25,2,1,0,0,0,0,62,5,0,4.1337,0
20,2,1,0,0,0,0,335,5,0,3.5842,0
17,1,1,0,0,0,0,336,4,0,3.3372,0
28,3,1,0,0,0,0,31,6,0,3.6106,0
19,1,1,0,0,0,0,338,4,0,3.8924,0
24,2,1,0,0,0,0,339,5,0,3.7721,0
22,2,1,0,0,0,0,36,5,0,3.4251,0
25,2,1,0,0,0,0,340,5,0,3.7337,0
20,2,1,0,0,0,0,341,5,0,3.5842,0
42,2,1,0,0,0,0,342,7,0,4.0586,0
16,1,1,0,0,0,0,344,4,0,3.5,0
29,1,1,0,0,0,0,345,4,0,3.9002,0
33,2,1,0,0,0,0,345,5,0,3.9981,0
19,1,1,0,0,0,0,346,4,0,3.5369,0
40,3,1,0,0,0,0,347,6,9,4.0587,0
25,2,1,0,0,0,0,308,5,0,3.5631,0
17,1,1,0,0,0,0,348,4,1,3.6901,0
43,4,1,0,0,0,0,349,8,0,4.1909,0
24,1,1,0,0,0,0,350,4,0,3.7202,0
27,2,1,0,0,0,0,128,5,0,3.7821,0
28,2,1,0,0,0,0,196,5,0,4.0122,0
31,3,1,0,0,0,0,351,6,0,3.8732,0
41,2,1,0,0,0,0,352,6,0,4.1043,0
28,2,1,0,0,0,1,12,5,0,3.7979,0
27,2,1,0,0,0,0,353,6,0,4.0141,0
17,1,1,0,0,0,0,354,4,0,3.7345,0
22,2,1,0,0,0,0,355,5,0,3.4772,0
31,3,1,0,0,0,0,356,7,2,3.8213,0
24,1,1,0,0,0,0,357,4,0,4.0221,0
39,2,1,0,0,0,0,358,6,0,3.9553,0
42,2,1,0,0,0,0,359,6,0,3.8379,0
26,2,1,0,0,0,0,360,5,1,3.9791,0
39,2,1,0,0,0,0,361,5,0,4.1823,0
24,2,1,0,0,0,0,183,5,0,3.6368,0
30,2,1,0,0,0,0,362,6,0,3.9144,0
24,2,1,0,0,0,0,363,5,0,3.8868,0
24,2,1,0,0,0,0,182,5,1,3.9702,0
23,2,1,0,0,0,0,364,6,0,3.7081,0
28,3,1,0,0,0,0,365,7,0,3.8963,0
26,2,1,0,0,0,0,366,5,0,3.5035,0
24,2,1,0,0,0,0,62,5,0,3.5535,0
34,3,1,0,0,0,0,367,6,0,3.6968,0
21,1,1,0,0,0,0,368,4,0,3.6304,0
25,2,1,0,0,0,0,369,5,0,3.9435,0
43,2,1,0,0,0,0,370,5,0,4.0719,0
36,4,1,0,0,0,0,49,7,0,3.8848,0
20,1,1,0,0,0,0,186,4,0,3.4464,0
25,2,1,0,0,0,0,371,5,2,4.0235,0
25,2,1,0,0,0,1,372,5,0,3.9737,0
37,3,1,0,0,0,0,373,7,1,4.1212,0
33,2,1,0,0,0,0,374,5,0,4.0518,0
27,2,1,0,0,0,0,375,6,0,3.9401,0
19,1,1,0,0,0,0,376,4,0,3.3211,0
33,4,1,0,0,0,0,143,7,0,3.6394,0
54,3,1,0,0,0,0,377,8,2,4.3426,0
34,2,1,0,0,0,0,378,6,0,3.962,0
36,5,1,0,0,0,0,379,8,1,3.7262,0
25,1,1,0,0,0,0,380,4,0,3.7533,0
23,2,1,0,0,0,0,88,5,0,3.7951,0
26,3,1,0,0,0,0,242,6,0,3.7672,0
33,4,1,0,0,0,0,381,7,0,4.0896,0
33,3,1,0,0,0,0,382,7,0,3.9832,0
16,1,1,0,0,0,0,383,4,0,3.5,0
40,2,1,0,0,0,1,384,6,0,4.2251,0
32,3,1,0,0,0,0,385,7,2,4.1792,0
20,2,1,0,0,0,0,386,5,0,3.7842,0
44,2,1,0,0,0,0,387,5,0,4.0249,0
34,4,1,0,0,0,0,388,7,0,3.9369,0
42,3,1,0,0,0,0,389,7,0,4.112,0
29,2,1,0,0,0,1,146,6,0,3.9263,0
22,2,1,0,0,0,0,328,5,0,3.7544,0
40,2,1,0,0,0,0,390,6,0,4.2276,0
28,2,1,0,0,0,0,391,7,0,3.7804,0
27,2,1,0,0,0,0,392,5,0,3.8562,0
43,4,1,0,0,0,0,393,8,0,4.1909,0
23,2,1,0,0,0,0,394,5,0,3.741,0
22,2,1,0,0,0,0,395,5,0,3.7888,0
22,1,1,0,0,0,0,396,4,0,3.7544,0
32,2,1,0,0,0,0,397,5,0,4.0931,0
16,1,1,0,0,0,0,398,4,1,3.4528,0
17,2,1,0,0,0,0,146,5,0,3.3816,0
29,2,1,0,0,0,1,399,6,0,3.8833,0
44,4,1,0,0,0,0,400,9,0,4.2373,0
20,2,1,0,0,0,0,401,5,0,3.7842,0
26,2,1,0,0,0,0,62,5,0,3.9501,0
28,2,1,0,0,0,0,402,6,2,4.0661,0
30,3,1,0,0,0,0,1,6,0,4.0314,0
25,2,1,0,0,0,0,355,5,0,3.5435,0
17,1,1,0,0,0,0,403,4,0,3.5725,0
21,2,1,0,0,0,0,31,5,0,3.6538,0
23,2,1,0,0,0,0,404,5,0,3.5014,0
42,6,1,0,0,0,0,405,9,3,3.9604,0
37,3,1,0,0,0,1,406,6,0,3.9927,0
20,1,1,0,0,0,0,407,4,0,3.4842,0
33,3,1,0,0,0,0,408,6,0,3.9226,0
29,1,1,0,0,0,0,409,4,0,3.7849,0
24,1,1,0,0,0,1,410,4,0,4.2516,0
34,2,1,0,0,0,0,411,6,0,4.0209,0
19,1,1,0,0,0,0,412,4,0,3.5766,0
22,2,1,0,0,0,0,413,5,0,3.6635,0
24,2,1,0,0,0,0,414,5,0,3.9702,0
21,2,1,0,0,0,0,415,5,2,3.9754,0
18,1,1,0,0,0,0,416,4,0,3.3921,0
19,2,1,0,0,0,0,417,5,2,3.5766,0
38,2,1,0,0,0,0,418,7,0,4.09,0
23,2,1,0,0,0,0,419,5,0,3.4642,0
25,2,1,0,0,0,0,420,5,0,3.7639,0
22,1,1,0,0,0,0,421,4,0,3.4251,0
24,1,1,0,0,0,0,422,4,0,4.085,0
30,2,1,0,0,0,0,423,6,0,4.0566,0
32,2,1,0,0,0,0,424,6,0,3.8011,0
19,1,1,0,0,0,0,68,4,0,3.8269,0
31,3,1,0,0,0,0,425,6,0,3.8647,0
26,3,1,0,0,0,0,294,6,0,3.7381,0
20,1,1,0,0,0,0,426,4,0,3.9219,0
35,3,1,0,0,0,0,427,6,0,3.8402,0
16,1,1,0,0,0,0,428,4,0,3.75,0
24,2,1,0,0,0,0,429,5,0,3.7721,0
34,2,1,0,0,0,0,430,6,0,4.1019,0
18,1,1,0,0,0,0,431,4,0,3.3921,0
21,1,1,0,0,0,0,432,4,0,3.8802,0
28,3,1,0,0,0,0,433,6,0,4.0122,0
27,2,1,0,0,0,0,434,5,0,3.8562,0
31,2,1,0,0,0,0,435,5,0,4.0266,0
27,2,1,0,0,0,0,436,5,0,3.9582,0
23,2,1,0,0,0,0,437,5,0,3.8279,0
42,3,1,0,0,0,0,438,7,1,4.0347,0
32,3,1,0,0,0,0,439,6,0,4.1403,0
20,2,1,0,0,0,0,4,5,0,3.5842,0
27,3,1,0,0,0,0,5,6,0,3.736,0
35,4,1,0,0,0,0,102,7,0,3.9649,0
48,4,1,0,0,0,0,440,8,0,4.1633,0
